"signature_name","gene_id","gene_type","gene_name","weight"
"ImmunoScore_Hao","ENSG00000137198.10","protein_coding","GMPR",1
"ImmunoScore_Hao","ENSG00000181374.8","protein_coding","CCL13",1
"ImmunoScore_Hao","ENSG00000004468.13","protein_coding","CD38",1
"ImmunoScore_Hao","ENSG00000262406.3","protein_coding","MMP12",1
"ImmunoScore_Hao","ENSG00000111837.12","protein_coding","MAK",1
"ImmunoScore_Hao","ENSG00000168394.12","protein_coding","TAP1",1
"ImmunoScore_Hao","ENSG00000121807.7","protein_coding","CCR2",1
"ImmunoScore_Hao","ENSG00000125726.11","protein_coding","CD70",1
"ImmunoScore_Hao","ENSG00000126353.3","protein_coding","CCR7",1
"ImmunoScore_Hao","ENSG00000103522.16","protein_coding","IL21R",1
"ImmunoScore_Hao","ENSG00000062524.16","protein_coding","LTK",1
"ImmunoScore_Hao","ENSG00000168040.5","protein_coding","FADD",1
"ImmunoScore_Hao","ENSG00000204267.17","protein_coding","TAP2",1
"ImmunoScore_Hao","ENSG00000100628.12","protein_coding","ASB2",1
"ImmunoScore_Hao","ENSG00000177885.15","protein_coding","GRB2",1
"ImmunoScore_Hao","ENSG00000271503.6","protein_coding","CCL5",1
"ImmunoScore_Hao","ENSG00000173762.8","protein_coding","CD7",1
"ImmunoScore_Hao","ENSG00000070081.18","protein_coding","NUCB2",1
"ImmunoScore_Hao","ENSG00000005844.19","protein_coding","ITGAL",1
"ImmunoScore_Hao","ENSG00000170412.18","protein_coding","GPRC5C",1
"ImmunoScore_Hao","ENSG00000105374.10","protein_coding","NKG7",1
"ImmunoScore_Hao","ENSG00000085265.12","protein_coding","FCN1",1
"ImmunoScore_Hao","ENSG00000181847.12","protein_coding","TIGIT",1
"ImmunoScore_Hao","ENSG00000140749.9","protein_coding","IGSF6",1
"ImmunoScore_Hao","ENSG00000188389.11","protein_coding","PDCD1",1
"ImmunoScore_Hao","ENSG00000160185.15","protein_coding","UBASH3A",1
"ImmunoScore_Hao","ENSG00000078081.8","protein_coding","LAMP3",1
"ImmunoScore_Hao","ENSG00000182866.17","protein_coding","LCK",1
"ImmunoScore_Hao","ENSG00000168710.18","protein_coding","AHCYL1",1
"ImmunoScore_Hao","ENSG00000163568.16","protein_coding","AIM2",1
"ImmunoScore_Hao","ENSG00000160883.11","protein_coding","HK3",1
"ImmunoScore_Hao","ENSG00000242574.9","protein_coding","HLA-DMB",1
"ImmunoScore_Hao","ENSG00000145649.8","protein_coding","GZMA",1
"ImmunoScore_Hao","ENSG00000097046.13","protein_coding","CDC7",1
"ImmunoScore_Hao","ENSG00000121966.8","protein_coding","CXCR4",1
"ImmunoScore_Hao","ENSG00000116824.5","protein_coding","CD2",1
"ImmunoScore_Hao","ENSG00000089012.14","protein_coding","SIRPG",1
"ImmunoScore_Hao","ENSG00000110446.12","protein_coding","SLC15A3",1
"ImmunoScore_Hao","ENSG00000125347.15","protein_coding","IRF1",1
"ImmunoScore_Hao","ENSG00000275385.2","protein_coding","CCL18",1
"ImmunoScore_Hao","ENSG00000160654.11","protein_coding","CD3G",1
"ImmunoScore_Hao","ENSG00000072818.12","protein_coding","ACAP1",1
"ImmunoScore_Hao","ENSG00000160856.21","protein_coding","FCRL3",1
"ImmunoScore_Hao","ENSG00000167286.11","protein_coding","CD3D",1
"ImmunoScore_Hao","ENSG00000204209.13","protein_coding","DAXX",1
"ImmunoScore_Hao","ENSG00000204592.9","protein_coding","HLA-E",1
"ImmunoScore_Hao","ENSG00000184293.8","transcribed_unitary_pseudogene","CLECL1",1
"ImmunoScore_Hao","ENSG00000185811.20","protein_coding","IKZF1",1
"ImmunoScore_Hao","ENSG00000089685.15","protein_coding","BIRC5",1
"ImmunoScore_Hao","ENSG00000140511.12","protein_coding","HAPLN3",1
"ImmunoScore_Hao","ENSG00000231925.13","protein_coding","TAPBP",1
"ImmunoScore_Hao","ENSG00000204252.14","protein_coding","HLA-DOA",1
