signature_name,gene_id,gene_type,gene_name,weight
T_cell_inflamed,ENSG00000271503.6,protein_coding,CCL5,NA
T_cell_inflamed,ENSG00000139193.4,protein_coding,CD27,NA
T_cell_inflamed,ENSG00000120217.14,protein_coding,CD274,NA
T_cell_inflamed,ENSG00000103855.18,protein_coding,CD276,NA
T_cell_inflamed,ENSG00000153563.16,protein_coding,CD8A,NA
T_cell_inflamed,ENSG00000174600.14,protein_coding,CMKLR1,NA
T_cell_inflamed,ENSG00000138755.6,protein_coding,CXCL9,NA
T_cell_inflamed,ENSG00000172215.6,protein_coding,CXCR6,NA
T_cell_inflamed,ENSG00000196735.13,protein_coding,HLA-DQA1,NA
T_cell_inflamed,ENSG00000196126.12,protein_coding,HLA-DRB1,NA
T_cell_inflamed,ENSG00000204592.9,protein_coding,HLA-E,NA
T_cell_inflamed,ENSG00000131203.13,protein_coding,IDO1,NA
T_cell_inflamed,ENSG00000089692.9,protein_coding,LAG3,NA
T_cell_inflamed,ENSG00000105374.10,protein_coding,NKG7,NA
T_cell_inflamed,ENSG00000197646.8,protein_coding,PDCD1LG2,NA
