"","signature_name","gene_id","gene_type","gene_name","weight"
"1","Inflammatory","ENSG00000271503.6","protein_coding","CCL5",NA
"2","Inflammatory","ENSG00000160791.14","protein_coding","CCR5",NA
"3","Inflammatory","ENSG00000120217.14","protein_coding","CD274",NA
"4","Inflammatory","ENSG00000167286.11","protein_coding","CD3D",NA
"5","Inflammatory","ENSG00000198851.10","protein_coding","CD3E",NA
"6","Inflammatory","ENSG00000153563.16","protein_coding","CD8A",NA
"7","Inflammatory","ENSG00000179583.21","protein_coding","CIITA",NA
"8","Inflammatory","ENSG00000163599.18","protein_coding","CTLA4",NA
"9","Inflammatory","ENSG00000169245.6","protein_coding","CXCL10",NA
"10","Inflammatory","ENSG00000169248.13","protein_coding","CXCL11",NA
"11","Inflammatory","ENSG00000156234.8","protein_coding","CXCL13",NA
"12","Inflammatory","ENSG00000138755.6","protein_coding","CXCL9",NA
"13","Inflammatory","ENSG00000145649.8","protein_coding","GZMA",NA
"14","Inflammatory","ENSG00000100453.14","protein_coding","GZMB",NA
"15","Inflammatory","ENSG00000204287.14","protein_coding","HLA-DRA",NA
"16","Inflammatory","ENSG00000196126.12","protein_coding","HLA-DRB1",NA
"17","Inflammatory","ENSG00000204592.9","protein_coding","HLA-E",NA
"18","Inflammatory","ENSG00000131203.13","protein_coding","IDO1",NA
"19","Inflammatory","ENSG00000147168.14","protein_coding","IL2RG",NA
"20","Inflammatory","ENSG00000005844.19","protein_coding","ITGAL",NA
"21","Inflammatory","ENSG00000089692.9","protein_coding","LAG3",NA
"22","Inflammatory","ENSG00000105374.10","protein_coding","NKG7",NA
"23","Inflammatory","ENSG00000188389.11","protein_coding","PDCD1",NA
"24","Inflammatory","ENSG00000180644.8","protein_coding","PRF1",NA
"25","Inflammatory","ENSG00000081237.20","protein_coding","PTPRC",NA
"26","Inflammatory","ENSG00000115415.20","protein_coding","STAT1",NA
"27","Inflammatory","ENSG00000164691.18","protein_coding","TAGAP",NA
